PID,Sale_Price
906380170,198308.522779649
902204080,88744.1747154891
535478110,114182.056364465
908152270,148005.074862377
903458060,120522.372005345
907285100,234818.417203608
535377090,127324.837436698
527354200,185088.814949278
911128020,99309.9191930827
533242030,229918.553427099
907135080,158745.52704778
902104020,141170.34220663
907414070,189087.482796319
528228450,192958.679533305
905425125,212238.416256567
534225110,144825.742442061
903427090,152060.841558324
902109080,113192.173235841
531452020,125006.534435042
534451020,84863.1594511717
531375120,157392.789695081
531451280,202150.756558002
907192030,186701.898659549
526350040,116370.933884764
534202030,141686.152353096
528172150,290087.472759204
908275240,112582.883439154
908151040,151835.544897526
528458130,321610.436434728
532378200,133651.426929343
535303030,174341.398210698
533208040,193454.053672237
905201110,172672.317095073
527126030,250781.131312843
907412080,188459.868705023
528142010,304899.305527568
916403020,191192.061448615
528120060,378840.757054015
904351280,118798.391335975
533244030,251482.454265757
924100070,169067.722165163
906392100,226202.68239506
905200350,153413.302648369
535125010,243700.395132854
907180120,205467.638021666
534251320,157139.496787116
527252050,307637.477578233
905451330,170504.311930841
527356020,294834.58538609
909131170,139462.471392076
528218030,190131.874374507
903454060,76090.8748894834
907252020,239122.030347276
923202060,135819.026329645
528435040,323075.917245241
905201080,154162.300734118
905300080,141402.90667902
905229040,155727.618929167
907254050,207247.222268873
903426160,150442.830938686
923228290,82497.5430857045
535402070,142019.491880067
909101080,92439.8386058871
535175030,157616.930615267
531475220,152825.055506307
903454010,129428.922545495
528228360,201337.113136165
534427010,143312.226789699
905476225,124251.596567028
907202050,161139.854831901
903227090,121207.385051997
907290230,150766.411348723
531375070,140744.917251885
534427140,153917.662564895
531452100,159787.017704039
528186100,321845.604638412
914476050,145873.210710259
535382130,155557.9357761
906226080,133359.485387807
902207120,88206.5986178886
531376050,185608.531838565
907295100,198219.980963114
903476090,102722.148689537
531375060,138754.104039019
535453150,146752.151323679
528106050,460509.781730469
535454060,83751.1726398328
528106070,323456.887067434
923229010,160495.528826505
908102050,108555.911519945
535425040,204356.4782349
533221030,176382.661017841
528427020,232060.619429413
535352080,113318.594967546
907203060,130528.464976406
903201080,173486.862284724
908188130,139499.215464356
907420080,201177.409150113
908186070,145565.845671397
531382090,181416.910203782
527353080,180286.562175052
533350050,311415.147835981
528218130,214648.248700304
534403100,159619.168440647
905402070,112489.040380548
533253050,169788.325364325
907230240,138659.30962422
527403040,154763.45345008
909252110,168670.914897602
907290090,200463.140439554
923202025,196085.059823529
534403360,153682.816920468
527454120,134759.462673949
907250020,228888.713722752
907414060,190448.692808904
909250200,141604.117981899
923251160,105626.756740997
527182190,208316.218959295
528363130,332729.821083357
535452140,114656.0691603
527216050,421807.573988044
904100140,209322.849710119
916125360,162075.025471474
528250010,179643.407601503
534276070,141443.2895651
527357110,138620.727516313
528441090,436103.668491521
531380080,236486.807349477
904101170,115833.368105837
527404150,110239.455140982
903231220,93426.5174195436
527161010,176349.247655025
528385050,251615.492802772
907181090,199123.305559212
532376160,132034.089515096
903236130,161667.609284706
534425310,148527.78822872
905450020,147955.098723816
535450210,136480.9639278
533206070,231845.219732456
533223110,154075.060983052
903232090,152657.686532601
902427040,108544.90324718
534151090,195128.781530289
527359030,156951.463388132
906225180,208261.817190839
527107010,183227.284160997
905200220,127121.235459444
906340130,330221.24275631
903233050,130303.112980303
907253060,229773.852004544
532378220,128536.975368211
909428170,232192.365713233
907275030,210337.679780007
905452140,142428.169983985
905378040,122760.420630654
905200260,151115.583424245
528186030,268030.250497818
533242080,192821.826195291
907412070,205969.406164437
535300120,163016.935021574
528240020,196525.673490447
908127120,111272.466123606
902106120,88284.1406622943
907270040,242620.230189554
528275160,260835.429608271
907420110,171908.04065587
902111010,98271.2510778253
528240080,230798.890939251
535401140,146167.306059328
528228290,198784.763991755
527454130,141529.033951319
527455080,151371.178303691
528427040,191757.717663805
916460070,185289.30682396
908275220,126120.351127935
533352150,149648.695409257
528458180,229146.981349571
902305080,133570.275620816
907200250,149536.14495558
907135180,124766.153009092
907200110,128188.209295039
903454020,79129.9896804822
905108090,158230.344975396
907202010,156674.654054382
907262050,222544.892595063
911370490,299100.073673941
527365030,237363.404519851
527110080,173605.536335152
534431030,131717.08576205
531452010,122598.759025932
528439010,229901.970343191
527212050,339537.025673625
904100100,193561.674378922
914467040,247702.448718379
923276250,128893.037180302
535457040,127788.253774024
527356060,171215.20259398
535378020,107279.100422316
531451030,183436.456958021
907275090,221587.683424274
907192040,220706.599494207
528458150,309670.274910724
535301170,148259.787673284
535402330,204646.265898876
534403040,169911.961590319
535383070,153077.244845837
909254050,198989.95381196
908102160,127376.675878511
528106040,410316.073235731
535456100,114353.159329512
528110100,388475.651415288
906202040,182310.491034909
905226050,149422.568751556
923225300,93328.2606608652
907285020,224377.551441506
906223040,225969.509385996
535327210,151411.019303739
528228405,207509.284833616
528480130,213685.491600097
902329090,149337.394168515
527404030,143565.665942098
908225310,93226.0965061516
534450090,48042.7338858302
923228180,79765.1257902913
907176010,188208.859019883
535180120,128398.595851945
527454050,143020.845786835
903456090,101042.121517025
908226120,116629.734638171
903204010,127690.128626062
528429070,247338.054955537
902103120,139599.104297339
528142040,359004.587301849
527355280,198555.386692984
528118050,409227.713389044
535376090,123230.030082976
534275010,129397.142028686
535150300,245742.640163622
528221100,174503.753895231
531375050,147441.408631816
903235020,96207.3962223056
909279040,109729.210815429
903400040,158939.548598303
527355150,301886.272742759
905202190,211218.459531952
916226030,192598.0675153
533213120,164883.077211017
911204090,89377.5764876905
903475040,121262.586649176
528138030,401286.969159094
527378140,169763.653835387
527302185,243454.562475975
528174070,198171.057587992
903229040,127638.31848161
528186010,314324.964124076
907265100,214340.612619655
916382120,281238.119513137
531451290,209746.411046857
528168040,300423.51377552
902202090,139396.204825849
535450160,87117.1190296744
527132090,227482.895062056
534250370,308680.560962964
906380070,311131.854890855
534201130,133692.91164206
916403200,226037.499818254
906226140,119122.89396435
923228150,93149.8875565196
906223060,213153.10874519
535350030,141190.865761952
528228325,200732.632924266
905103130,146892.660718176
906223140,234794.888739149
909179020,220663.531910269
534175010,138510.961081315
906223220,213641.29430965
909275230,186470.92130439
533128030,262478.089205079
907252190,245319.223399877
908186040,138381.513670766
532476080,241836.673995475
528290090,175391.393328218
528166120,421882.263228509
527451410,98819.9923117003
534475185,149660.457682597
533254050,206183.99185665
907202100,119629.514851212
906476030,207275.259132643
534152120,164918.257848548
908102290,103249.001783982
528221040,209603.744292106
533208020,224540.041519258
905377130,99480.1823045676
527451400,91563.9608117423
902328040,131842.59600562
535301010,146000.491423515
905480180,124743.747942084
902201130,111293.907173073
923225150,105643.831260711
904351200,119215.02270424
909254010,154270.200701886
916382010,202858.531720267
923228230,88932.2283364027
923426070,137399.945721042
902204060,121325.399321749
910203250,54862.2534050587
527105030,192006.471535369
906392130,180839.810888416
535155110,139029.559423593
531367050,217761.344461661
528108120,364605.719414961
905478030,139332.201294192
527357180,308784.310393236
916455050,210254.026457808
528221060,185356.374719267
902134100,89009.0264922213
527105050,181093.462784359
528344040,307999.662282673
903454080,120752.181142083
531451110,126183.446781454
534226060,151238.792091099
903231050,107888.579070412
902107030,129311.103349378
527325240,172229.372300512
908102110,99466.6418435117
909425060,163064.68674438
903453080,190710.607599361
527359080,194826.692833401
905102010,153301.179177878
906378170,219275.380168763
902125080,97324.0676370816
534252090,184586.005652275
534177210,157339.605938962
907401080,209891.028475912
528458060,201673.681714007
528228345,228947.194376867
533213020,192414.320446993
528382020,301371.154186431
909281080,216146.296694382
902105060,125348.008105575
906380150,173850.129865277
914476020,134913.378399485
905105070,154468.82417327
534400120,173735.83225064
528344070,331493.562470993
527162090,171141.438774304
528120100,230401.200925221
527353020,186032.839782011
903452025,99058.6583656863
905351089,189909.368570984
905377050,95935.3589347662
911102180,73755.4857461543
532376070,126835.766379054
923277030,149409.412162513
903232060,97898.3139647533
528174030,193981.140603134
535426130,199910.703388441
908186060,132975.57395993
908188150,147125.798848793
909176150,122848.10699711
528290140,190502.327145466
527327050,192019.293039195
528363020,309070.404735441
905401060,202085.264920934
909275080,176022.684128482
905106170,124381.987872361
534125210,147844.800587971
528180070,299191.590854355
531451020,191493.869406093
902103100,124502.397864687
905475510,105954.207474751
534400060,165669.663275647
534475170,168829.759910074
902477130,40108.0570942682
903484020,134997.694147608
535450220,125163.97725924
528174040,210996.723936958
907410020,183654.382718005
528482010,255270.649032107
902402130,109794.632628004
528221010,185165.812061655
528142140,333493.618116574
526354020,189867.128943783
528235090,213846.377548614
533217060,173099.270995861
535402270,139876.960892632
527328020,153829.260926599
535178040,119531.302487347
902205020,87834.54369188
527376090,149401.860408688
527425025,116466.829232833
535101150,145934.075081727
535178060,142579.548565581
527301320,253190.004683262
526302040,153382.977401993
903227080,122487.488414936
535151130,136052.343306336
535152010,130957.521399955
906392070,193163.386404408
528108150,283046.069479335
534128020,205907.01392597
916475110,214634.40531002
528354050,261364.429969237
923226290,82850.9338685788
905107320,148382.936634557
904100160,130522.581143643
534252070,106974.955051238
902106090,145416.634903314
902207080,122465.945992025
902327070,137627.050301123
902300260,125338.316688137
902108060,115131.16306829
527127100,341105.367494871
534201230,133831.95336034
902109160,119143.145716346
923228370,91549.1483760002
527163010,170984.872827473
905480030,113975.605297697
528120090,243298.134899305
533250130,243285.193729574
907420050,186250.127937645
908127050,121435.003535992
534176060,179191.499970834
906412050,334315.362384848
904351240,95281.4838352822
906380160,188862.330686818
906204230,229030.040361219
907405020,211891.273001874
906204180,211183.655566066
923226250,90067.3548674747
903453050,122658.419487055
916386180,206142.009710132
528110050,377020.483668257
907135170,147846.979770265
526303060,191843.130647651
905426200,143360.057235484
907227050,124330.693609022
533242090,297457.650237457
903228070,110820.793525949
