PID,Sale_Price
534152120,167574.620487988
907202220,132453.716533116
534430090,128620.07307375
535126100,161119.803967484
528445070,237191.422761663
908103350,137251.130345805
533127080,279922.120352856
531385060,198463.381247413
533213030,263627.750206865
528118010,312503.652026103
534276180,141707.892993563
904351200,115564.910934621
527182190,207936.429214698
902301130,113975.482713262
902456015,76613.7580008747
907130060,183171.994533369
534201250,163783.749817038
535327230,135321.258131622
534400290,164160.188894958
905100020,139701.44398896
907254050,204505.49604521
907202160,143716.313676983
911103060,115123.596594793
909101190,132691.268583682
905377050,102316.855466519
905103180,134355.22100042
533215020,253778.705103118
923202137,112395.624293002
916176125,220414.169714664
528480020,206515.833184184
907227090,122954.569106747
528482030,277716.349093214
527451400,95349.3177893658
905103060,164529.830256128
527405130,120846.430151846
906203120,264535.18792577
528321010,335948.371512994
908152280,151858.831064341
528344020,285839.641762309
531450030,190302.408631483
906378170,237730.424174261
527402090,124615.706479179
923275010,145246.681743798
535451250,140338.359356729
907202050,142237.771045602
902326060,147949.674782682
528228455,175394.201899581
903204030,121298.70618971
902207140,111560.017957201
907253130,329213.765003238
923225440,105660.7879764
528431080,219198.822780616
528480130,198822.710593089
903234220,131135.597015573
527107030,180498.189426443
902108060,107402.446305903
907200130,132691.577545934
534427140,143329.00443511
528441090,409985.706002559
528290030,179652.197816979
535180100,130917.607436118
534402140,154145.832586486
902207110,94984.2068800462
526355170,216412.451315238
908276140,119706.755591483
906380200,197071.787603472
906380220,222428.794507981
527302175,176799.79458766
907262020,198961.730651151
902405120,111694.975597817
535126180,186809.869693359
528346050,301061.738834097
923426010,137494.554378098
528180120,320899.6490595
535150240,125379.549024448
535152130,135583.281295776
535457020,144425.703469602
528275070,237157.257727816
907420110,176217.524392091
907202140,134789.636710678
909275250,143870.549687621
903427120,128215.06239268
535350030,143277.434202529
907201160,147063.602625874
909276160,214023.075101318
533221110,175468.504542355
528120010,262011.354661693
909455040,189249.149286276
528106060,333725.495612199
923202005,198085.615243332
534252240,162676.805278422
534276190,110410.35484408
526302110,125522.410655133
535376100,110014.260677429
905477050,112404.24727053
528181060,220979.905862608
533253030,191008.229166855
914476050,144872.785606217
535105100,172665.936624758
528186120,300931.926586075
923276250,159037.474793579
911104060,77067.0996774408
533254100,187586.949847744
535403030,128740.176705745
527405180,121791.971859878
905427140,183903.925617286
904100030,134460.483307914
532353130,135781.930903996
528118030,388744.208196193
533213010,233331.405613993
916475100,321909.513572844
534401190,143531.055406496
924151040,256243.43349595
535154080,143147.300240071
527107040,178306.092281045
528235090,216321.658149476
902136110,97092.8377259851
527354100,185697.993646544
528429130,280742.853596306
527364030,232190.962981205
907253110,230193.143443009
528174020,203849.335055315
531363020,130654.658386571
907200290,148651.370075479
907414030,198931.805674993
905300010,139600.129824336
535455080,124938.599961705
533251130,186844.867390508
909250220,159088.179498359
528228430,202731.527541905
528490070,205694.496341797
532351150,128641.725985327
527301280,157449.524539089
907203090,123619.001100851
535457010,144070.82459527
528166150,309136.500348154
905226050,147710.780877445
534175140,140503.619969937
528221100,181011.770828313
909176140,139509.165232487
527164120,200816.836138151
531375110,151508.420852267
535383110,103234.052660889
535451110,136359.113221955
903454010,120653.08120022
910200060,129744.227776116
528431060,241345.011618134
909250080,128108.679911324
527425025,118059.166451347
528106050,410199.985480742
916477060,258431.774492614
527276150,121560.603073595
905452040,152682.774461077
907285040,252998.776743544
533234020,207138.018152626
535354100,130300.098747445
923201020,159071.270631524
527451060,102028.099947491
531452180,198789.37509142
528228325,195547.239163944
902329030,151086.713340567
908102020,135031.497025317
903204010,126319.251157432
908102170,144984.753834248
527454120,141497.657583178
535478040,132522.899626877
906340130,346143.147028763
527455240,124167.192918684
923275140,110126.552502805
527354040,202236.058440047
907410110,230287.034879894
535352080,119559.556373255
528322020,320251.783751231
533135020,226722.712018281
528172060,253216.97894735
533238045,263016.282351472
906201021,174290.533391651
916403020,172517.82432266
527210050,332947.764014977
903232170,71711.2507302602
528477020,238309.576301652
528114050,343771.419434264
905103030,156237.292532121
535451050,133871.556662402
535378080,132064.433189157
903233100,130036.998361822
534451150,97481.6192634612
533244040,268631.443059909
532376070,130310.679018789
907275150,266745.600353185
528228450,197275.262254837
527403310,146733.899382652
534250300,188186.743554403
905475150,123223.476126605
527226020,158700.801698884
528290190,170433.439972912
906394020,206078.117558871
903400220,153656.505003892
535175030,153770.347091363
906385010,198803.027367293
907405130,199384.257618825
908152260,151495.149965033
534427090,130963.700433471
906380030,247136.527138203
905475500,93439.4563923555
902405070,171275.574107399
531376070,180362.535794343
534278170,145745.705468172
903201080,146349.039302364
534202030,146096.308295589
904100140,179368.345557352
909426080,163929.803701943
909177100,108209.789082141
527402240,163463.093816694
533236060,187891.475279438
907414080,189413.005465992
905104180,140624.374550857
527302020,179518.225387585
534278190,119264.67078129
531452140,171296.719521917
916125425,187931.513242213
908275200,115688.444227488
527455250,128253.88835354
528477030,234739.02000401
528172030,309175.353618635
535476350,172055.633757478
528188090,171110.855225355
902305110,126360.145469866
902109010,109656.050927505
903231190,116928.036054785
902201090,136065.875869143
534176140,160699.776035713
535179020,161694.284689996
528228435,199684.810376237
531375140,160429.287633247
903484110,127818.970684253
534278070,162784.064411409
907200250,152308.646603946
526353050,197972.9839656
528427100,258122.527355992
923228210,91605.4678178513
534152070,191871.087190453
528365060,298424.300927237
535450210,128073.600716656
916326040,151839.836909976
534151120,225640.692291262
528348010,257356.764860366
535300040,131947.330971267
535452100,128007.878734934
903202120,133868.637568935
535475020,162068.343293077
531375120,157482.561279001
914478045,152825.550940811
905478220,138705.797798925
909250230,166725.064702793
910205010,139955.321825621
916252170,142062.421461606
903430060,112008.787702611
907280100,281892.741799009
535425040,175139.671436706
528172080,268292.710574785
903456090,81792.2896477901
533215070,242408.982296441
905402070,118482.608873148
909425180,195449.950459982
902329080,127182.593251344
902303100,130411.686942924
534450150,83896.452129657
534455080,159700.127760892
528120170,301012.089467216
534200030,123828.169847647
533352170,178358.744691272
908102270,159504.343248267
903231180,120508.458803439
907410050,206461.418311168
923225260,177582.20328017
535325460,186094.848959887
905101310,116791.814748791
535101120,142317.82930658
534451130,103626.09059711
531450090,172088.918777217
906201030,189533.04062844
909256020,107792.008395934
534129040,177454.596469312
527166030,184645.307564486
527455270,122641.503270018
527450010,111394.616703822
535152200,143157.978740633
535375050,117775.708198822
907227300,123530.564956463
905452140,143685.519292862
527250040,131001.522787307
533241010,185707.336074966
907200170,135784.963665597
906426090,160943.358719978
907405030,217970.262886904
535325450,131172.896815766
535426195,168498.776184722
905103140,162782.776144254
903232100,129784.63380186
907180120,213617.859921628
527425110,125917.916187926
527165170,180407.915048901
907125120,142860.815413711
916460020,211063.633237066
527145090,189470.171127489
902100020,125855.748260304
527327050,197328.542422725
528366040,309640.78232452
905452160,141000.519698912
528102110,386767.717941628
527216070,355352.91080983
527214060,424684.81505363
906425045,132239.869171374
528228540,185005.913496467
527402380,116017.423568712
527127140,267295.351544443
903476100,101614.380654344
910200040,109052.64501884
909281020,128093.745661406
923252080,127306.826122138
534431130,124076.402050424
535453040,129416.308798801
908204090,122119.998486308
909428110,143037.816809048
535101150,142874.862239396
535375040,107587.818470456
904350045,103683.966989655
528120150,295191.034377817
905451330,150015.442238203
528431050,258761.954929996
528142060,289674.087460994
535477180,119176.228322126
528218020,177815.787428645
528290170,191416.83996358
905377010,133630.126024758
909253080,139252.511504947
535478110,111991.524894431
903234090,134998.187011897
535456020,138492.370467257
531363030,170529.586834058
907185050,202036.734254644
906204180,247756.999081229
909428190,204645.313695555
527162140,204102.484371174
907227290,134198.033596269
905103110,132300.118834732
906392090,260588.675563016
911370510,282983.203005272
527105050,184350.629605682
916380070,314326.955864801
535105110,164454.277741485
905227050,131193.684697493
911128180,110881.655408019
903200050,92473.2777564908
908275090,117148.672403365
528142070,341899.550049249
905200280,186183.00862206
907131090,207728.012650353
908103280,145767.648099266
909253190,99241.488751788
902134120,99751.4700149875
907414060,201735.601297365
916455170,222690.286904642
909475140,198815.237332583
528222090,183175.539922367
906394040,225573.292582903
535453180,134456.512535237
528477040,208019.664861019
528102130,322347.711293209
908152070,153783.354552318
902327040,124590.083906076
534428060,140809.792412767
535383100,92907.6982971171
527162180,182323.825813562
528290140,190793.654245191
907418010,232077.887752575
902103150,126443.444945727
534429130,141993.796751628
535301150,139024.397189245
916386180,215343.683624899
907196050,221849.262616879
903225050,98772.7541117482
527402060,142401.02840665
535382020,143179.999038861
907262080,203498.289491993
533352075,186406.78285156
907280040,235550.98289661
528218080,179689.94502102
902205140,109722.47769764
535426150,138959.978655196
535476370,159738.616821318
903227090,128003.067814302
909428120,202851.214722164
908201040,98469.0208659306
911370460,288325.117338391
