PID,Sale_Price
906380170,197667.07551984
902204080,87955.0370272016
535478110,114134.697024568
908152270,148241.057252269
903458060,120262.531424293
907285100,234677.750102951
535377090,128182.604018868
527354200,185599.884537554
911128020,99972.835449215
533242030,229463.412980156
907135080,158043.999755081
902104020,141114.241121035
907414070,189254.707941237
528228450,193198.499305371
905425125,212508.501186467
534225110,145497.894550175
903427090,152630.500280066
902109080,112155.221119599
531452020,124995.216108788
534451020,84523.6321748149
531375120,158314.302224322
531451280,203208.348811203
907192030,186901.445222798
526350040,116361.704192813
534202030,141730.083458702
528172150,288694.840075266
908275240,112845.438645298
908151040,151909.709007392
528458130,321344.515521634
532378200,133508.354348466
535303030,174558.459622585
533208040,192646.392251285
905201110,171162.305856685
527126030,250422.008866028
907412080,188753.504291261
528142010,305475.942957785
916403020,190292.811106376
528120060,377272.410826716
904351280,118994.904182581
533244030,251556.42670394
924100070,168876.278811035
906392100,226097.543009448
905200350,153647.79543947
535125010,242595.917808759
907180120,205296.83055245
534251320,157164.671904885
527252050,307161.799784859
905451330,170629.11344157
527356020,293536.153452169
909131170,138473.012806391
528218030,190233.082652213
903454060,76151.6731103899
907252020,239833.950698967
923202060,136568.886354593
528435040,322341.609187991
905201080,153259.400129466
905300080,141596.280287161
905229040,156270.061415298
907254050,207333.304675565
903426160,150061.462492437
923228290,82660.9071096176
535402070,142465.217300999
909101080,92348.757048035
535175030,158547.704613538
531475220,153829.796714694
903454010,128820.483002796
528228360,201321.465274427
534427010,142203.326729775
905476225,124448.886263853
907202050,160930.993385017
903227090,121427.985525843
907290230,151206.01817352
531375070,141518.04727615
534427140,153937.012452207
531452100,159952.832503134
528186100,320618.025197401
914476050,145838.917902628
535382130,155249.149344741
906226080,133712.643910068
902207120,88893.4143856183
531376050,185690.098948576
907295100,198803.139281383
903476090,103059.26903304
531375060,138990.42183127
535453150,146137.72761654
528106050,461586.035753307
535454060,84157.8756340088
528106070,322685.724520822
923229010,160768.53729143
908102050,109056.068662297
535425040,203741.900838415
533221030,177019.523608896
528427020,232255.61255824
535352080,113622.886500593
907203060,130336.523928276
903201080,173210.842485031
908188130,140801.173258208
907420080,201309.406637829
908186070,145996.825632498
531382090,181885.261758684
527353080,180177.231583719
533350050,311255.016906811
528218130,214042.793201782
534403100,159933.091640357
905402070,112534.167542918
533253050,169415.563449637
907230240,138988.8286233
527403040,154720.787077765
909252110,167844.888520872
907290090,200919.574001685
923202025,195437.128259533
534403360,154281.43936186
527454120,134718.174612718
907250020,229358.820106025
